date,item,Wholesale_Pettah,Wholesale_Dambulla,Retail_Pettah,Retail_Dambulla,Retail_Narahenpita,year,month,month_name,day,day_of_week,day_name,week_of_year,quarter,is_weekend,avg_wholesale_price,avg_retail_price,price_spread,is_crisis_period
2025-02-28,Cabbage,350.0,,400.0,,480.0,2025,2,February,28,4,Friday,9,1,0,350.0,440.0,90.0,0
2025-03-03,Cabbage,350.0,,400.0,,480.0,2025,3,March,3,0,Monday,10,1,0,350.0,440.0,90.0,0
2025-03-04,Cabbage,300.0,,350.0,,480.0,2025,3,March,4,1,Tuesday,10,1,0,300.0,415.0,115.0,0
2025-03-05,Cabbage,300.0,,350.0,,480.0,2025,3,March,5,2,Wednesday,10,1,0,300.0,415.0,115.0,0
2025-03-06,Cabbage,250.0,,300.0,,480.0,2025,3,March,6,3,Thursday,10,1,0,250.0,390.0,140.0,0
2025-03-07,Cabbage,200.0,,250.0,,400.0,2025,3,March,7,4,Friday,10,1,0,200.0,325.0,125.0,0
2025-03-10,Cabbage,250.0,,300.0,,400.0,2025,3,March,10,0,Monday,11,1,0,250.0,350.0,100.0,0
2025-03-11,Cabbage,300.0,,350.0,,360.0,2025,3,March,11,1,Tuesday,11,1,0,300.0,355.0,55.0,0
2025-03-12,Cabbage,250.0,,300.0,,360.0,2025,3,March,12,2,Wednesday,11,1,0,250.0,330.0,80.0,0
2025-03-14,Cabbage,250.0,,300.0,,400.0,2025,3,March,14,4,Friday,11,1,0,250.0,350.0,100.0,0
2025-03-17,Cabbage,320.0,,370.0,,400.0,2025,3,March,17,0,Monday,12,1,0,320.0,385.0,65.0,0
2025-03-18,Cabbage,300.0,,350.0,,400.0,2025,3,March,18,1,Tuesday,12,1,0,300.0,375.0,75.0,0
2025-03-19,Cabbage,200.0,,250.0,,400.0,2025,3,March,19,2,Wednesday,12,1,0,200.0,325.0,125.0,0
2025-03-20,Cabbage,180.0,,230.0,,360.0,2025,3,March,20,3,Thursday,12,1,0,180.0,295.0,115.0,0
2025-03-21,Cabbage,150.0,,200.0,,400.0,2025,3,March,21,4,Friday,12,1,0,150.0,300.0,150.0,0
2025-03-24,Cabbage,200.0,,250.0,,360.0,2025,3,March,24,0,Monday,13,1,0,200.0,305.0,105.0,0
2025-03-25,Cabbage,250.0,,300.0,,360.0,2025,3,March,25,1,Tuesday,13,1,0,250.0,330.0,80.0,0
2025-03-26,Cabbage,250.0,,300.0,,400.0,2025,3,March,26,2,Wednesday,13,1,0,250.0,350.0,100.0,0
2025-03-27,Cabbage,280.0,,330.0,,400.0,2025,3,March,27,3,Thursday,13,1,0,280.0,365.0,85.0,0
2025-03-28,Cabbage,250.0,,300.0,,360.0,2025,3,March,28,4,Friday,13,1,0,250.0,330.0,80.0,0
2025-04-01,Cabbage,200.0,,250.0,,320.0,2025,4,April,1,1,Tuesday,14,2,0,200.0,285.0,85.0,0
2025-04-02,Cabbage,200.0,,250.0,,320.0,2025,4,April,2,2,Wednesday,14,2,0,200.0,285.0,85.0,0
2025-04-03,Cabbage,180.0,,230.0,,360.0,2025,4,April,3,3,Thursday,14,2,0,180.0,295.0,115.0,0
2025-04-04,Cabbage,180.0,,230.0,,360.0,2025,4,April,4,4,Friday,14,2,0,180.0,295.0,115.0,0
2025-04-07,Cabbage,200.0,,250.0,,360.0,2025,4,April,7,0,Monday,15,2,0,200.0,305.0,105.0,0
2025-04-08,Cabbage,200.0,,250.0,,360.0,2025,4,April,8,1,Tuesday,15,2,0,200.0,305.0,105.0,0
2025-04-09,Cabbage,150.0,,200.0,,360.0,2025,4,April,9,2,Wednesday,15,2,0,150.0,280.0,130.0,0
2025-04-10,Cabbage,200.0,,250.0,,360.0,2025,4,April,10,3,Thursday,15,2,0,200.0,305.0,105.0,0
2025-04-11,Cabbage,200.0,,250.0,,340.0,2025,4,April,11,4,Friday,15,2,0,200.0,295.0,95.0,0
2025-04-16,Cabbage,200.0,,250.0,,340.0,2025,4,April,16,2,Wednesday,16,2,0,200.0,295.0,95.0,0
2025-04-17,Cabbage,200.0,,250.0,,340.0,2025,4,April,17,3,Thursday,16,2,0,200.0,250.0,50.0,0
2025-04-21,Cabbage,200.0,,250.0,,480.0,2025,4,April,21,0,Monday,17,2,0,200.0,365.0,165.0,0
2025-04-22,Cabbage,250.0,,300.0,,480.0,2025,4,April,22,1,Tuesday,17,2,0,250.0,390.0,140.0,0
2025-04-23,Cabbage,250.0,,300.0,,480.0,2025,4,April,23,2,Wednesday,17,2,0,250.0,390.0,140.0,0
2025-04-24,Cabbage,270.0,,320.0,,400.0,2025,4,April,24,3,Thursday,17,2,0,270.0,360.0,90.0,0
2025-04-25,Cabbage,270.0,,320.0,,400.0,2025,4,April,25,4,Friday,17,2,0,270.0,360.0,90.0,0
2025-04-28,Cabbage,270.0,,320.0,,480.0,2025,4,April,28,0,Monday,18,2,0,270.0,400.0,130.0,0
2025-04-29,Cabbage,300.0,,350.0,,480.0,2025,4,April,29,1,Tuesday,18,2,0,300.0,415.0,115.0,0
2025-04-30,Cabbage,320.0,,370.0,,480.0,2025,4,April,30,2,Wednesday,18,2,0,320.0,425.0,105.0,0
2025-05-02,Cabbage,350.0,,400.0,,480.0,2025,5,May,2,4,Friday,18,2,0,350.0,440.0,90.0,0
2025-05-05,Cabbage,350.0,,400.0,,560.0,2025,5,May,5,0,Monday,19,2,0,350.0,480.0,130.0,0
2025-05-06,Cabbage,400.0,,450.0,,560.0,2025,5,May,6,1,Tuesday,19,2,0,400.0,505.0,105.0,0
2025-05-07,Cabbage,400.0,,450.0,,660.0,2025,5,May,7,2,Wednesday,19,2,0,400.0,555.0,155.0,0
2025-05-08,Cabbage,400.0,,450.0,,600.0,2025,5,May,8,3,Thursday,19,2,0,400.0,525.0,125.0,0
2025-05-09,Cabbage,450.0,,500.0,,600.0,2025,5,May,9,4,Friday,19,2,0,450.0,550.0,100.0,0
2025-05-14,Cabbage,400.0,,450.0,,700.0,2025,5,May,14,2,Wednesday,20,2,0,400.0,575.0,175.0,0
2025-05-15,Cabbage,400.0,,450.0,,600.0,2025,5,May,15,3,Thursday,20,2,0,400.0,525.0,125.0,0
2025-05-16,Cabbage,400.0,,450.0,,600.0,2025,5,May,16,4,Friday,20,2,0,400.0,525.0,125.0,0
2025-05-19,Cabbage,400.0,,450.0,,600.0,2025,5,May,19,0,Monday,21,2,0,400.0,525.0,125.0,0
2025-05-20,Cabbage,350.0,,400.0,,600.0,2025,5,May,20,1,Tuesday,21,2,0,350.0,500.0,150.0,0
2025-05-21,Cabbage,250.0,,300.0,,600.0,2025,5,May,21,2,Wednesday,21,2,0,250.0,450.0,200.0,0
2025-05-22,Cabbage,250.0,,300.0,,500.0,2025,5,May,22,3,Thursday,21,2,0,250.0,400.0,150.0,0
2025-05-23,Cabbage,250.0,,300.0,,480.0,2025,5,May,23,4,Friday,21,2,0,250.0,390.0,140.0,0
2025-05-26,Cabbage,300.0,,350.0,,480.0,2025,5,May,26,0,Monday,22,2,0,300.0,415.0,115.0,0
2025-05-27,Cabbage,300.0,,350.0,,480.0,2025,5,May,27,1,Tuesday,22,2,0,300.0,415.0,115.0,0
2025-05-28,Cabbage,300.0,,350.0,,500.0,2025,5,May,28,2,Wednesday,22,2,0,300.0,425.0,125.0,0
2025-05-29,Cabbage,300.0,,350.0,,480.0,2025,5,May,29,3,Thursday,22,2,0,300.0,415.0,115.0,0
2025-05-30,Cabbage,250.0,,300.0,,480.0,2025,5,May,30,4,Friday,22,2,0,250.0,390.0,140.0,0
2025-06-02,Cabbage,300.0,,350.0,,480.0,2025,6,June,2,0,Monday,23,2,0,300.0,415.0,115.0,0
2025-06-03,Cabbage,330.0,,380.0,,460.0,2025,6,June,3,1,Tuesday,23,2,0,330.0,420.0,90.0,0
2025-06-04,Cabbage,350.0,,400.0,,460.0,2025,6,June,4,2,Wednesday,23,2,0,350.0,430.0,80.0,0
2025-06-05,Cabbage,350.0,,400.0,,480.0,2025,6,June,5,3,Thursday,23,2,0,350.0,440.0,90.0,0
2025-06-06,Cabbage,350.0,,400.0,,480.0,2025,6,June,6,4,Friday,23,2,0,350.0,440.0,90.0,0
2025-06-09,Cabbage,450.0,,500.0,,600.0,2025,6,June,9,0,Monday,24,2,0,450.0,550.0,100.0,0
2025-06-11,Cabbage,420.0,,470.0,,600.0,2025,6,June,11,2,Wednesday,24,2,0,420.0,535.0,115.0,0
2025-06-12,Cabbage,400.0,,450.0,,600.0,2025,6,June,12,3,Thursday,24,2,0,400.0,525.0,125.0,0
2025-06-13,Cabbage,400.0,,450.0,,600.0,2025,6,June,13,4,Friday,24,2,0,400.0,525.0,125.0,0
2025-06-16,Cabbage,350.0,,400.0,,600.0,2025,6,June,16,0,Monday,25,2,0,350.0,500.0,150.0,0
2025-06-17,Cabbage,400.0,,450.0,,600.0,2025,6,June,17,1,Tuesday,25,2,0,400.0,525.0,125.0,0
2025-06-18,Cabbage,350.0,,400.0,,560.0,2025,6,June,18,2,Wednesday,25,2,0,350.0,480.0,130.0,0
2025-06-19,Cabbage,300.0,,350.0,,480.0,2025,6,June,19,3,Thursday,25,2,0,300.0,415.0,115.0,0
2025-06-20,Cabbage,250.0,,300.0,,600.0,2025,6,June,20,4,Friday,25,2,0,250.0,450.0,200.0,0
2025-06-23,Cabbage,220.0,,270.0,,400.0,2025,6,June,23,0,Monday,26,2,0,220.0,335.0,115.0,0
2025-06-24,Cabbage,150.0,,200.0,,480.0,2025,6,June,24,1,Tuesday,26,2,0,150.0,340.0,190.0,0
2025-06-25,Cabbage,180.0,,230.0,,480.0,2025,6,June,25,2,Wednesday,26,2,0,180.0,355.0,175.0,0
2025-06-26,Cabbage,220.0,,270.0,,480.0,2025,6,June,26,3,Thursday,26,2,0,220.0,375.0,155.0,0
2025-06-27,Cabbage,220.0,,250.0,,360.0,2025,6,June,27,4,Friday,26,2,0,220.0,305.0,85.0,0
2025-06-30,Cabbage,200.0,,250.0,,400.0,2025,6,June,30,0,Monday,27,2,0,200.0,325.0,125.0,0
2025-07-01,Cabbage,200.0,,250.0,,360.0,2025,7,July,1,1,Tuesday,27,3,0,200.0,305.0,105.0,0
2025-07-02,Cabbage,200.0,,250.0,,360.0,2025,7,July,2,2,Wednesday,27,3,0,200.0,305.0,105.0,0
2025-07-03,Cabbage,200.0,,250.0,,360.0,2025,7,July,3,3,Thursday,27,3,0,200.0,305.0,105.0,0
2025-07-04,Cabbage,250.0,,300.0,,400.0,2025,7,July,4,4,Friday,27,3,0,250.0,350.0,100.0,0
2025-07-07,Cabbage,200.0,,250.0,,360.0,2025,7,July,7,0,Monday,28,3,0,200.0,305.0,105.0,0
2025-07-08,Cabbage,250.0,,300.0,,360.0,2025,7,July,8,1,Tuesday,28,3,0,250.0,330.0,80.0,0
2025-07-09,Cabbage,250.0,,300.0,,360.0,2025,7,July,9,2,Wednesday,28,3,0,250.0,330.0,80.0,0
2025-07-11,Cabbage,200.0,,250.0,,360.0,2025,7,July,11,4,Friday,28,3,0,200.0,305.0,105.0,0
2025-07-14,Cabbage,250.0,,300.0,,360.0,2025,7,July,14,0,Monday,29,3,0,250.0,330.0,80.0,0
2025-07-15,Cabbage,220.0,,270.0,,400.0,2025,7,July,15,1,Tuesday,29,3,0,220.0,335.0,115.0,0
2025-07-16,Cabbage,200.0,,250.0,,360.0,2025,7,July,16,2,Wednesday,29,3,0,200.0,305.0,105.0,0
2025-07-17,Cabbage,200.0,,250.0,,320.0,2025,7,July,17,3,Thursday,29,3,0,200.0,285.0,85.0,0
2025-07-18,Cabbage,200.0,,250.0,,320.0,2025,7,July,18,4,Friday,29,3,0,200.0,285.0,85.0,0
2025-07-21,Cabbage,150.0,,200.0,,320.0,2025,7,July,21,0,Monday,30,3,0,150.0,260.0,110.0,0
2025-07-22,Cabbage,150.0,,200.0,,360.0,2025,7,July,22,1,Tuesday,30,3,0,150.0,280.0,130.0,0
2025-07-23,Cabbage,200.0,,250.0,,360.0,2025,7,July,23,2,Wednesday,30,3,0,200.0,305.0,105.0,0
2025-07-24,Cabbage,200.0,,250.0,,360.0,2025,7,July,24,3,Thursday,30,3,0,200.0,305.0,105.0,0
2025-07-25,Cabbage,200.0,,250.0,,320.0,2025,7,July,25,4,Friday,30,3,0,200.0,285.0,85.0,0
2025-07-28,Cabbage,130.0,,180.0,,320.0,2025,7,July,28,0,Monday,31,3,0,130.0,250.0,120.0,0
2025-07-29,Cabbage,130.0,,180.0,,320.0,2025,7,July,29,1,Tuesday,31,3,0,130.0,250.0,120.0,0
2025-07-30,Cabbage,150.0,,200.0,,320.0,2025,7,July,30,2,Wednesday,31,3,0,150.0,260.0,110.0,0
2025-07-31,Cabbage,150.0,,200.0,,320.0,2025,7,July,31,3,Thursday,31,3,0,150.0,260.0,110.0,0
2025-08-01,Cabbage,150.0,,200.0,,360.0,2025,8,August,1,4,Friday,31,3,0,150.0,280.0,130.0,0
2025-08-04,Cabbage,150.0,,200.0,,320.0,2025,8,August,4,0,Monday,32,3,0,150.0,260.0,110.0,0
2025-08-05,Cabbage,180.0,,230.0,,360.0,2025,8,August,5,1,Tuesday,32,3,0,180.0,295.0,115.0,0
2025-08-06,Cabbage,200.0,,250.0,,360.0,2025,8,August,6,2,Wednesday,32,3,0,200.0,305.0,105.0,0
2025-08-07,Cabbage,180.0,,230.0,,360.0,2025,8,August,7,3,Thursday,32,3,0,180.0,295.0,115.0,0
2025-08-11,Cabbage,200.0,,250.0,,360.0,2025,8,August,11,0,Monday,33,3,0,200.0,305.0,105.0,0
2025-08-12,Cabbage,180.0,,230.0,,360.0,2025,8,August,12,1,Tuesday,33,3,0,180.0,295.0,115.0,0
2025-08-13,Cabbage,180.0,,230.0,,360.0,2025,8,August,13,2,Wednesday,33,3,0,180.0,295.0,115.0,0
2025-08-14,Cabbage,150.0,,200.0,,360.0,2025,8,August,14,3,Thursday,33,3,0,150.0,280.0,130.0,0
2025-08-15,Cabbage,150.0,,200.0,,400.0,2025,8,August,15,4,Friday,33,3,0,150.0,300.0,150.0,0
2025-08-18,Cabbage,150.0,,200.0,,360.0,2025,8,August,18,0,Monday,34,3,0,150.0,280.0,130.0,0
2025-08-19,Cabbage,150.0,,200.0,,360.0,2025,8,August,19,1,Tuesday,34,3,0,150.0,280.0,130.0,0
2025-08-20,Cabbage,150.0,,200.0,,320.0,2025,8,August,20,2,Wednesday,34,3,0,150.0,260.0,110.0,0
2025-08-21,Cabbage,150.0,,200.0,,320.0,2025,8,August,21,3,Thursday,34,3,0,150.0,260.0,110.0,0
2025-08-22,Cabbage,150.0,,200.0,,360.0,2025,8,August,22,4,Friday,34,3,0,150.0,280.0,130.0,0
2025-08-25,Cabbage,150.0,,200.0,,360.0,2025,8,August,25,0,Monday,35,3,0,150.0,280.0,130.0,0
2025-08-26,Cabbage,170.0,,220.0,,360.0,2025,8,August,26,1,Tuesday,35,3,0,170.0,290.0,120.0,0
2025-08-27,Cabbage,200.0,,250.0,,300.0,2025,8,August,27,2,Wednesday,35,3,0,200.0,275.0,75.0,0
2025-08-28,Cabbage,200.0,,250.0,,320.0,2025,8,August,28,3,Thursday,35,3,0,200.0,285.0,85.0,0
2025-08-29,Cabbage,180.0,,230.0,,320.0,2025,8,August,29,4,Friday,35,3,0,180.0,275.0,95.0,0
2025-09-01,Cabbage,200.0,,250.0,,320.0,2025,9,September,1,0,Monday,36,3,0,200.0,285.0,85.0,0
2025-09-02,Cabbage,200.0,,250.0,,360.0,2025,9,September,2,1,Tuesday,36,3,0,200.0,305.0,105.0,0
2025-09-03,Cabbage,200.0,,250.0,,320.0,2025,9,September,3,2,Wednesday,36,3,0,200.0,285.0,85.0,0
2025-09-04,Cabbage,200.0,,250.0,,320.0,2025,9,September,4,3,Thursday,36,3,0,200.0,285.0,85.0,0
2025-09-08,Cabbage,180.0,,230.0,,320.0,2025,9,September,8,0,Monday,37,3,0,180.0,275.0,95.0,0
2025-09-09,Cabbage,180.0,,230.0,,280.0,2025,9,September,9,1,Tuesday,37,3,0,180.0,255.0,75.0,0
2025-09-10,Cabbage,150.0,,200.0,,360.0,2025,9,September,10,2,Wednesday,37,3,0,150.0,280.0,130.0,0
2025-09-11,Cabbage,150.0,,200.0,,360.0,2025,9,September,11,3,Thursday,37,3,0,150.0,280.0,130.0,0
2025-09-12,Cabbage,150.0,,200.0,,380.0,2025,9,September,12,4,Friday,37,3,0,150.0,290.0,140.0,0
2025-09-15,Cabbage,150.0,,200.0,,360.0,2025,9,September,15,0,Monday,38,3,0,150.0,280.0,130.0,0
2025-09-16,Cabbage,100.0,,150.0,,320.0,2025,9,September,16,1,Tuesday,38,3,0,100.0,235.0,135.0,0
2025-09-17,Cabbage,120.0,,170.0,,320.0,2025,9,September,17,2,Wednesday,38,3,0,120.0,245.0,125.0,0
2025-09-18,Cabbage,120.0,,170.0,,320.0,2025,9,September,18,3,Thursday,38,3,0,120.0,245.0,125.0,0
2025-09-19,Cabbage,120.0,,170.0,,320.0,2025,9,September,19,4,Friday,38,3,0,120.0,245.0,125.0,0
2025-09-22,Cabbage,120.0,,170.0,,320.0,2025,9,September,22,0,Monday,39,3,0,120.0,245.0,125.0,0
2025-09-23,Cabbage,100.0,,150.0,,320.0,2025,9,September,23,1,Tuesday,39,3,0,100.0,235.0,135.0,0
2025-09-26,Cabbage,100.0,,150.0,,300.0,2025,9,September,26,4,Friday,39,3,0,100.0,225.0,125.0,0
2025-09-29,Cabbage,100.0,,150.0,,280.0,2025,9,September,29,0,Monday,40,3,0,100.0,215.0,115.0,0
2025-09-30,Cabbage,100.0,,130.0,,260.0,2025,9,September,30,1,Tuesday,40,3,0,100.0,195.0,95.0,0
2025-10-01,Cabbage,100.0,,130.0,,320.0,2025,10,October,1,2,Wednesday,40,4,0,100.0,225.0,95.0,0
2025-10-02,Cabbage,100.0,,130.0,,240.0,2025,10,October,2,3,Thursday,40,4,0,100.0,185.0,95.0,0
2025-10-03,Cabbage,100.0,,150.0,,240.0,2025,10,October,3,4,Friday,40,4,0,100.0,195.0,95.0,0
2025-10-07,Cabbage,100.0,,130.0,,240.0,2025,10,October,7,1,Tuesday,41,4,0,100.0,185.0,85.0,0
2025-10-08,Cabbage,100.0,,130.0,,240.0,2025,10,October,8,2,Wednesday,41,4,0,100.0,185.0,85.0,0
2025-10-09,Cabbage,100.0,,100.0,,280.0,2025,10,October,9,3,Thursday,41,4,0,100.0,190.0,85.0,0
2025-10-10,Cabbage,100.0,,100.0,,280.0,2025,10,October,10,4,Friday,41,4,0,100.0,190.0,85.0,0
2025-10-13,Cabbage,100.0,,130.0,,320.0,2025,10,October,13,0,Monday,42,4,0,100.0,225.0,85.0,0
2025-10-14,Cabbage,100.0,,130.0,,320.0,2025,10,October,14,1,Tuesday,42,4,0,100.0,225.0,85.0,0
2025-10-15,Cabbage,100.0,,130.0,,280.0,2025,10,October,15,2,Wednesday,42,4,0,100.0,205.0,85.0,0
2025-10-16,Cabbage,100.0,,100.0,,280.0,2025,10,October,16,3,Thursday,42,4,0,100.0,190.0,85.0,0
2025-10-17,Cabbage,100.0,,100.0,,280.0,2025,10,October,17,4,Friday,42,4,0,100.0,190.0,85.0,0
2025-10-21,Cabbage,100.0,,100.0,,280.0,2025,10,October,21,1,Tuesday,43,4,0,100.0,190.0,85.0,0
2025-10-22,Cabbage,100.0,,100.0,,280.0,2025,10,October,22,2,Wednesday,43,4,0,100.0,190.0,85.0,0
2025-10-23,Cabbage,100.0,,100.0,,240.0,2025,10,October,23,3,Thursday,43,4,0,100.0,170.0,85.0,0
2025-10-24,Cabbage,100.0,,100.0,,320.0,2025,10,October,24,4,Friday,43,4,0,100.0,210.0,85.0,0
2025-10-27,Cabbage,100.0,,130.0,,280.0,2025,10,October,27,0,Monday,44,4,0,100.0,205.0,85.0,0
2025-10-28,Cabbage,100.0,,100.0,,240.0,2025,10,October,28,1,Tuesday,44,4,0,100.0,170.0,85.0,0
2025-10-29,Cabbage,100.0,,100.0,,240.0,2025,10,October,29,2,Wednesday,44,4,0,100.0,170.0,85.0,0
2025-10-30,Cabbage,100.0,,100.0,,240.0,2025,10,October,30,3,Thursday,44,4,0,100.0,170.0,85.0,0
2025-10-31,Cabbage,100.0,,130.0,,240.0,2025,10,October,31,4,Friday,44,4,0,100.0,185.0,85.0,0
2025-11-03,Cabbage,100.0,,130.0,,240.0,2025,11,November,3,0,Monday,45,4,0,100.0,185.0,85.0,0
2025-11-04,Cabbage,100.0,,130.0,,240.0,2025,11,November,4,1,Tuesday,45,4,0,100.0,185.0,85.0,0
2025-11-06,Cabbage,100.0,,150.0,,320.0,2025,11,November,6,3,Thursday,45,4,0,100.0,235.0,135.0,0
2025-11-07,Cabbage,100.0,,150.0,,320.0,2025,11,November,7,4,Friday,45,4,0,100.0,235.0,135.0,0
2025-11-10,Cabbage,100.0,,150.0,,320.0,2025,11,November,10,0,Monday,46,4,0,100.0,235.0,135.0,0
2025-11-11,Cabbage,100.0,,150.0,,280.0,2025,11,November,11,1,Tuesday,46,4,0,100.0,215.0,115.0,0
2025-11-12,Cabbage,120.0,,170.0,,280.0,2025,11,November,12,2,Wednesday,46,4,0,120.0,225.0,105.0,0
2025-11-13,Cabbage,100.0,,150.0,,320.0,2025,11,November,13,3,Thursday,46,4,0,100.0,235.0,135.0,0
2025-11-14,Cabbage,100.0,,130.0,,280.0,2025,11,November,14,4,Friday,46,4,0,100.0,205.0,105.0,0
2025-11-17,Cabbage,100.0,,150.0,,320.0,2025,11,November,17,0,Monday,47,4,0,100.0,235.0,135.0,0
2025-11-18,Cabbage,100.0,,150.0,,240.0,2025,11,November,18,1,Tuesday,47,4,0,100.0,195.0,95.0,0
2025-11-19,Cabbage,100.0,,130.0,,240.0,2025,11,November,19,2,Wednesday,47,4,0,100.0,185.0,85.0,0
2025-11-20,Cabbage,100.0,,150.0,,280.0,2025,11,November,20,3,Thursday,47,4,0,100.0,215.0,115.0,0
2025-11-21,Cabbage,100.0,,150.0,,280.0,2025,11,November,21,4,Friday,47,4,0,100.0,215.0,115.0,0
2025-11-24,Cabbage,100.0,,150.0,,240.0,2025,11,November,24,0,Monday,48,4,0,100.0,195.0,95.0,0
2025-11-25,Cabbage,100.0,,130.0,,240.0,2025,11,November,25,1,Tuesday,48,4,0,100.0,185.0,85.0,0
2025-11-26,Cabbage,100.0,,150.0,,240.0,2025,11,November,26,2,Wednesday,48,4,0,100.0,195.0,95.0,0
2025-11-27,Cabbage,140.0,,180.0,,240.0,2025,11,November,27,3,Thursday,48,4,0,140.0,210.0,70.0,0
2025-11-28,Cabbage,140.0,,180.0,,240.0,2025,11,November,28,4,Friday,48,4,0,140.0,210.0,70.0,0
2025-12-01,Cabbage,300.0,,350.0,,600.0,2025,12,December,1,0,Monday,49,4,0,300.0,475.0,175.0,0
2025-12-02,Cabbage,200.0,,250.0,,400.0,2025,12,December,2,1,Tuesday,49,4,0,200.0,325.0,125.0,0
2025-12-03,Cabbage,150.0,,200.0,,400.0,2025,12,December,3,2,Wednesday,49,4,0,150.0,300.0,150.0,0
2025-12-05,Cabbage,200.0,,250.0,,400.0,2025,12,December,5,4,Friday,49,4,0,200.0,325.0,125.0,0
2025-12-08,Cabbage,100.0,,150.0,,320.0,2025,12,December,8,0,Monday,50,4,0,100.0,235.0,135.0,0
2025-12-09,Cabbage,100.0,,150.0,,340.0,2025,12,December,9,1,Tuesday,50,4,0,100.0,245.0,145.0,0
2025-12-10,Cabbage,150.0,,200.0,,340.0,2025,12,December,10,2,Wednesday,50,4,0,150.0,270.0,120.0,0
2025-12-11,Cabbage,150.0,,200.0,,400.0,2025,12,December,11,3,Thursday,50,4,0,150.0,300.0,150.0,0
2025-12-12,Cabbage,150.0,,200.0,,360.0,2025,12,December,12,4,Friday,50,4,0,150.0,280.0,130.0,0
2025-12-15,Cabbage,200.0,,250.0,,480.0,2025,12,December,15,0,Monday,51,4,0,200.0,365.0,165.0,0
2025-12-16,Cabbage,220.0,,280.0,,460.0,2025,12,December,16,1,Tuesday,51,4,0,220.0,370.0,150.0,0
2025-12-17,Cabbage,200.0,,250.0,,480.0,2025,12,December,17,2,Wednesday,51,4,0,200.0,365.0,165.0,0
2025-12-18,Cabbage,220.0,,270.0,,480.0,2025,12,December,18,3,Thursday,51,4,0,220.0,375.0,155.0,0
2025-12-19,Cabbage,250.0,,300.0,,480.0,2025,12,December,19,4,Friday,51,4,0,250.0,390.0,140.0,0
2025-12-22,Cabbage,250.0,,300.0,,480.0,2025,12,December,22,0,Monday,52,4,0,250.0,390.0,140.0,0
2025-12-23,Cabbage,250.0,,300.0,,480.0,2025,12,December,23,1,Tuesday,52,4,0,250.0,390.0,140.0,0
2025-12-24,Cabbage,250.0,,300.0,,480.0,2025,12,December,24,2,Wednesday,52,4,0,250.0,390.0,140.0,0
2025-12-26,Cabbage,300.0,,350.0,,480.0,2025,12,December,26,4,Friday,52,4,0,300.0,415.0,115.0,0
2025-12-29,Cabbage,300.0,,350.0,,480.0,2025,12,December,29,0,Monday,1,4,0,300.0,415.0,115.0,0
2025-12-30,Cabbage,300.0,,350.0,,480.0,2025,12,December,30,1,Tuesday,1,4,0,300.0,415.0,115.0,0
2025-12-31,Cabbage,300.0,,350.0,,480.0,2025,12,December,31,2,Wednesday,1,4,0,300.0,415.0,115.0,0
2026-01-01,Cabbage,250.0,,300.0,,480.0,2026,1,January,1,3,Thursday,1,1,0,250.0,390.0,140.0,0
2026-01-02,Cabbage,300.0,,350.0,,480.0,2026,1,January,2,4,Friday,1,1,0,300.0,415.0,115.0,0
2026-01-05,Cabbage,300.0,,350.0,,480.0,2026,1,January,5,0,Monday,2,1,0,300.0,415.0,115.0,0
2026-01-06,Cabbage,300.0,,350.0,,560.0,2026,1,January,6,1,Tuesday,2,1,0,300.0,455.0,155.0,0
2026-01-07,Cabbage,300.0,,350.0,,560.0,2026,1,January,7,2,Wednesday,2,1,0,300.0,455.0,155.0,0
2026-01-08,Cabbage,250.0,,300.0,,560.0,2026,1,January,8,3,Thursday,2,1,0,250.0,430.0,180.0,0
2026-01-09,Cabbage,200.0,,250.0,,540.0,2026,1,January,9,4,Friday,2,1,0,200.0,395.0,195.0,0
2026-01-12,Cabbage,220.0,,270.0,,480.0,2026,1,January,12,0,Monday,3,1,0,220.0,375.0,155.0,0
2026-01-13,Cabbage,220.0,,270.0,,480.0,2026,1,January,13,1,Tuesday,3,1,0,220.0,375.0,155.0,0
2026-01-14,Cabbage,250.0,,300.0,,480.0,2026,1,January,14,2,Wednesday,3,1,0,250.0,390.0,140.0,0
2026-01-16,Cabbage,250.0,,300.0,,480.0,2026,1,January,16,4,Friday,3,1,0,250.0,390.0,140.0,0
2026-01-19,Cabbage,220.0,,270.0,,480.0,2026,1,January,19,0,Monday,4,1,0,220.0,375.0,155.0,0
2026-01-20,Cabbage,200.0,,250.0,,400.0,2026,1,January,20,1,Tuesday,4,1,0,200.0,325.0,125.0,0
2026-01-21,Cabbage,180.0,,230.0,,360.0,2026,1,January,21,2,Wednesday,4,1,0,180.0,295.0,115.0,0
2026-01-22,Cabbage,180.0,,230.0,,400.0,2026,1,January,22,3,Thursday,4,1,0,180.0,315.0,135.0,0
2026-01-23,Cabbage,180.0,,230.0,,360.0,2026,1,January,23,4,Friday,4,1,0,180.0,295.0,115.0,0
2026-01-26,Cabbage,200.0,,250.0,,400.0,2026,1,January,26,0,Monday,5,1,0,200.0,325.0,125.0,0
2026-01-27,Cabbage,180.0,,230.0,,400.0,2026,1,January,27,1,Tuesday,5,1,0,180.0,315.0,135.0,0
2026-01-28,Cabbage,200.0,,250.0,,400.0,2026,1,January,28,2,Wednesday,5,1,0,200.0,325.0,125.0,0
2026-01-29,Cabbage,200.0,,250.0,,400.0,2026,1,January,29,3,Thursday,5,1,0,200.0,325.0,125.0,0
