date,item,Wholesale_Pettah,Wholesale_Dambulla,Retail_Pettah,Retail_Dambulla,Retail_Narahenpita,year,month,month_name,day,day_of_week,day_name,week_of_year,quarter,is_weekend,avg_wholesale_price,avg_retail_price,price_spread,is_crisis_period
2023-01-02,Beans,630.0,575.0,700.0,605.0,720.0,2023,1,January,2,0,Monday,1,1,0,602.5,675.0,72.5,0
2023-01-03,Beans,600.0,575.0,650.0,605.0,700.0,2023,1,January,3,1,Tuesday,1,1,0,587.5,651.6666666666666,64.16666666666663,0
2023-01-04,Beans,600.0,475.0,650.0,505.0,480.0,2023,1,January,4,2,Wednesday,1,1,0,537.5,545.0,7.5,0
2023-01-05,Beans,550.0,515.0,600.0,545.0,480.0,2023,1,January,5,3,Thursday,1,1,0,532.5,541.6666666666666,9.166666666666629,0
2023-01-09,Beans,500.0,295.0,550.0,325.0,560.0,2023,1,January,9,0,Monday,2,1,0,397.5,478.3333333333333,80.83333333333331,0
2023-01-10,Beans,450.0,325.0,500.0,355.0,480.0,2023,1,January,10,1,Tuesday,2,1,0,387.5,445.0,57.5,0
2023-01-11,Beans,450.0,390.0,500.0,420.0,480.0,2023,1,January,11,2,Wednesday,2,1,0,420.0,466.6666666666667,46.666666666666686,0
2023-01-12,Beans,450.0,375.0,500.0,405.0,480.0,2023,1,January,12,3,Thursday,2,1,0,412.5,461.6666666666667,49.166666666666686,0
2023-01-13,Beans,500.0,425.0,550.0,455.0,480.0,2023,1,January,13,4,Friday,2,1,0,462.5,495.0,32.5,0
2023-01-17,Beans,400.0,350.0,450.0,380.0,420.0,2023,1,January,17,1,Tuesday,3,1,0,375.0,416.6666666666667,41.666666666666686,0
2023-01-18,Beans,350.0,290.0,400.0,320.0,400.0,2023,1,January,18,2,Wednesday,3,1,0,320.0,373.3333333333333,53.333333333333314,0
2023-01-19,Beans,300.0,255.0,350.0,285.0,360.0,2023,1,January,19,3,Thursday,3,1,0,277.5,331.6666666666667,54.166666666666686,0
2023-01-20,Beans,300.0,245.0,350.0,275.0,360.0,2023,1,January,20,4,Friday,3,1,0,272.5,328.3333333333333,55.833333333333314,0
2023-01-23,Beans,300.0,275.0,350.0,305.0,400.0,2023,1,January,23,0,Monday,4,1,0,287.5,351.6666666666667,64.16666666666669,0
2023-01-24,Beans,300.0,300.0,350.0,330.0,600.0,2023,1,January,24,1,Tuesday,4,1,0,300.0,426.6666666666667,126.66666666666669,0
2023-01-25,Beans,300.0,300.0,350.0,325.0,560.0,2023,1,January,25,2,Wednesday,4,1,0,300.0,411.6666666666667,111.66666666666669,0
2023-01-26,Beans,300.0,355.0,350.0,385.0,520.0,2023,1,January,26,3,Thursday,4,1,0,327.5,418.3333333333333,90.83333333333331,0
2023-01-27,Beans,350.0,425.0,400.0,455.0,520.0,2023,1,January,27,4,Friday,4,1,0,387.5,458.3333333333333,70.83333333333331,0
2023-01-30,Beans,300.0,325.0,350.0,355.0,520.0,2023,1,January,30,0,Monday,5,1,0,312.5,408.3333333333333,95.83333333333331,0
2023-01-31,Beans,300.0,325.0,350.0,355.0,480.0,2023,1,January,31,1,Tuesday,5,1,0,312.5,395.0,82.5,0
2023-02-01,Beans,300.0,375.0,350.0,405.0,400.0,2023,2,February,1,2,Wednesday,5,1,0,337.5,385.0,47.5,0
2023-02-01,Beans,300.0,375.0,350.0,405.0,400.0,2023,2,February,1,2,Wednesday,5,1,0,337.5,385.0,47.5,0
2023-02-02,Beans,350.0,325.0,400.0,355.0,480.0,2023,2,February,2,3,Thursday,5,1,0,337.5,411.6666666666667,74.16666666666669,0
2023-02-03,Beans,400.0,350.0,450.0,380.0,520.0,2023,2,February,3,4,Friday,5,1,0,375.0,450.0,75.0,0
2023-02-06,Beans,400.0,305.0,450.0,335.0,520.0,2023,2,February,6,0,Monday,6,1,0,352.5,435.0,82.5,0
2023-02-07,Beans,400.0,290.0,450.0,320.0,500.0,2023,2,February,7,1,Tuesday,6,1,0,345.0,423.3333333333333,78.33333333333331,0
2023-02-08,Beans,400.0,325.0,450.0,355.0,480.0,2023,2,February,8,2,Wednesday,6,1,0,362.5,428.3333333333333,65.83333333333331,0
2023-02-09,Beans,450.0,400.0,500.0,430.0,480.0,2023,2,February,9,3,Thursday,6,1,0,425.0,470.0,45.0,0
2023-02-10,Beans,450.0,400.0,500.0,430.0,400.0,2023,2,February,10,4,Friday,6,1,0,425.0,443.3333333333333,18.333333333333314,0
2023-02-13,Beans,350.0,415.0,400.0,445.0,480.0,2023,2,February,13,0,Monday,7,1,0,382.5,441.6666666666667,59.166666666666686,0
2023-02-14,Beans,350.0,325.0,400.0,355.0,480.0,2023,2,February,14,1,Tuesday,7,1,0,337.5,411.6666666666667,74.16666666666669,0
2023-02-15,Beans,300.0,375.0,350.0,405.0,440.0,2023,2,February,15,2,Wednesday,7,1,0,337.5,398.3333333333333,60.833333333333314,0
2023-02-16,Beans,450.0,390.0,500.0,420.0,480.0,2023,2,February,16,3,Thursday,7,1,0,420.0,466.6666666666667,46.666666666666686,0
2023-02-17,Beans,350.0,375.0,400.0,405.0,480.0,2023,2,February,17,4,Friday,7,1,0,362.5,428.3333333333333,65.83333333333331,0
2023-02-20,Beans,320.0,275.0,380.0,305.0,480.0,2023,2,February,20,0,Monday,8,1,0,297.5,388.3333333333333,90.83333333333331,0
2023-02-21,Beans,320.0,325.0,380.0,355.0,480.0,2023,2,February,21,1,Tuesday,8,1,0,322.5,405.0,82.5,0
2023-02-22,Beans,350.0,190.0,400.0,220.0,480.0,2023,2,February,22,2,Wednesday,8,1,0,270.0,366.6666666666667,96.66666666666669,0
2023-02-23,Beans,350.0,240.0,400.0,275.0,400.0,2023,2,February,23,3,Thursday,8,1,0,295.0,358.3333333333333,63.333333333333314,0
2023-02-24,Beans,300.0,265.0,350.0,300.0,400.0,2023,2,February,24,4,Friday,8,1,0,282.5,350.0,67.5,0
2023-02-27,Beans,300.0,175.0,350.0,205.0,480.0,2023,2,February,27,0,Monday,9,1,0,237.5,345.0,107.5,0
2023-02-28,Beans,320.0,225.0,370.0,255.0,320.0,2023,2,February,28,1,Tuesday,9,1,0,272.5,315.0,42.5,0
2023-03-01,Beans,300.0,215.0,350.0,245.0,320.0,2023,3,March,1,2,Wednesday,9,1,0,257.5,305.0,47.5,0
2023-03-02,Beans,350.0,240.0,400.0,270.0,400.0,2023,3,March,2,3,Thursday,9,1,0,295.0,356.6666666666667,61.666666666666686,0
2023-03-03,Beans,300.0,178.0,350.0,208.0,400.0,2023,3,March,3,4,Friday,9,1,0,239.0,319.3333333333333,80.33333333333331,0
2023-03-07,Beans,300.0,268.0,350.0,298.0,360.0,2023,3,March,7,1,Tuesday,10,1,0,284.0,336.0,52.0,0
2023-03-08,Beans,320.0,250.0,370.0,280.0,320.0,2023,3,March,8,2,Wednesday,10,1,0,285.0,323.3333333333333,38.333333333333314,0
2023-03-09,Beans,300.0,215.0,350.0,245.0,360.0,2023,3,March,9,3,Thursday,10,1,0,257.5,318.3333333333333,60.833333333333314,0
2023-03-10,Beans,300.0,210.0,350.0,240.0,320.0,2023,3,March,10,4,Friday,10,1,0,255.0,303.3333333333333,48.333333333333314,0
2023-03-13,Beans,250.0,175.0,300.0,205.0,360.0,2023,3,March,13,0,Monday,11,1,0,212.5,288.3333333333333,75.83333333333331,0
2023-03-14,Beans,250.0,190.0,300.0,220.0,360.0,2023,3,March,14,1,Tuesday,11,1,0,220.0,293.3333333333333,73.33333333333331,0
2023-03-15,Beans,250.0,210.0,300.0,240.0,360.0,2023,3,March,15,2,Wednesday,11,1,0,230.0,300.0,70.0,0
2023-03-16,Beans,200.0,205.0,250.0,235.0,360.0,2023,3,March,16,3,Thursday,11,1,0,202.5,281.6666666666667,79.16666666666669,0
2023-03-17,Beans,200.0,175.0,250.0,205.0,320.0,2023,3,March,17,4,Friday,11,1,0,187.5,258.3333333333333,70.83333333333331,0
2023-03-20,Beans,200.0,160.0,250.0,190.0,320.0,2023,3,March,20,0,Monday,12,1,0,180.0,253.33333333333334,73.33333333333334,0
2023-03-21,Beans,200.0,178.0,250.0,208.0,360.0,2023,3,March,21,1,Tuesday,12,1,0,189.0,272.6666666666667,83.66666666666669,0
2023-03-22,Beans,200.0,105.0,250.0,135.0,280.0,2023,3,March,22,2,Wednesday,12,1,0,152.5,221.66666666666666,69.16666666666666,0
2023-03-23,Beans,200.0,135.0,250.0,165.0,300.0,2023,3,March,23,3,Thursday,12,1,0,167.5,238.33333333333334,70.83333333333334,0
2023-03-24,Beans,130.0,115.0,160.0,145.0,240.0,2023,3,March,24,4,Friday,12,1,0,122.5,181.66666666666666,59.16666666666666,0
2023-03-27,Beans,150.0,100.0,200.0,130.0,240.0,2023,3,March,27,0,Monday,13,1,0,125.0,190.0,65.0,0
2023-03-28,Beans,150.0,135.0,200.0,165.0,280.0,2023,3,March,28,1,Tuesday,13,1,0,142.5,215.0,72.5,0
2023-03-29,Beans,150.0,120.0,200.0,150.0,280.0,2023,3,March,29,2,Wednesday,13,1,0,135.0,210.0,75.0,0
2023-03-30,Beans,150.0,135.0,200.0,165.0,280.0,2023,3,March,30,3,Thursday,13,1,0,142.5,215.0,72.5,0
2023-03-31,Beans,120.0,135.0,180.0,120.0,240.0,2023,3,March,31,4,Friday,13,1,0,127.5,180.0,52.5,0
2023-04-03,Beans,150.0,135.0,200.0,115.0,240.0,2023,4,April,3,0,Monday,14,2,0,150.0,185.0,35.0,0
2023-04-04,Beans,120.0,125.0,160.0,155.0,260.0,2023,4,April,4,1,Tuesday,14,2,0,122.5,191.66666666666666,69.16666666666666,0
2023-04-06,Beans,100.0,105.0,140.0,135.0,240.0,2023,4,April,6,3,Thursday,14,2,0,102.5,171.66666666666666,69.16666666666666,0
2023-04-10,Beans,280.0,210.0,320.0,240.0,320.0,2023,4,April,10,0,Monday,15,2,0,245.0,293.3333333333333,48.333333333333314,0
2023-04-11,Beans,250.0,220.0,300.0,250.0,320.0,2023,4,April,11,1,Tuesday,15,2,0,235.0,290.0,55.0,0
2023-04-12,Beans,300.0,290.0,350.0,320.0,400.0,2023,4,April,12,2,Wednesday,15,2,0,295.0,356.6666666666667,61.666666666666686,0
2023-04-17,Beans,120.0,125.0,180.0,155.0,400.0,2023,4,April,17,0,Monday,16,2,0,122.5,245.0,122.5,0
2023-04-18,Beans,120.0,125.0,180.0,118.0,240.0,2023,4,April,18,1,Tuesday,16,2,0,122.5,179.33333333333334,56.83333333333334,0
2023-04-19,Beans,100.0,125.0,150.0,115.0,260.0,2023,4,April,19,2,Wednesday,16,2,0,100.0,175.0,75.0,0
2023-04-20,Beans,100.0,225.0,150.0,255.0,360.0,2023,4,April,20,3,Thursday,16,2,0,162.5,255.0,92.5,0
2023-04-21,Beans,120.0,150.0,180.0,180.0,340.0,2023,4,April,21,4,Friday,16,2,0,135.0,233.33333333333334,98.33333333333334,0
2023-04-24,Beans,160.0,145.0,200.0,175.0,320.0,2023,4,April,24,0,Monday,17,2,0,152.5,231.66666666666666,79.16666666666666,0
2023-04-25,Beans,180.0,175.0,220.0,205.0,360.0,2023,4,April,25,1,Tuesday,17,2,0,177.5,261.6666666666667,84.16666666666669,0
2023-04-26,Beans,250.0,175.0,300.0,205.0,360.0,2023,4,April,26,2,Wednesday,17,2,0,212.5,288.3333333333333,75.83333333333331,0
2023-04-27,Beans,250.0,145.0,300.0,175.0,400.0,2023,4,April,27,3,Thursday,17,2,0,197.5,291.6666666666667,94.16666666666669,0
2023-04-28,Beans,250.0,200.0,300.0,230.0,360.0,2023,4,April,28,4,Friday,17,2,0,225.0,296.6666666666667,71.66666666666669,0
2023-05-02,Beans,350.0,265.0,400.0,295.0,500.0,2023,5,May,2,1,Tuesday,18,2,0,307.5,398.3333333333333,90.83333333333331,0
2023-05-03,Beans,350.0,260.0,400.0,290.0,400.0,2023,5,May,3,2,Wednesday,18,2,0,305.0,363.3333333333333,58.333333333333314,0
2023-05-04,Beans,350.0,265.0,400.0,295.0,460.0,2023,5,May,4,3,Thursday,18,2,0,307.5,385.0,77.5,0
2023-05-08,Beans,300.0,245.0,350.0,275.0,440.0,2023,5,May,8,0,Monday,19,2,0,272.5,355.0,82.5,0
2023-05-09,Beans,350.0,265.0,400.0,295.0,440.0,2023,5,May,9,1,Tuesday,19,2,0,307.5,378.3333333333333,70.83333333333331,0
2023-05-10,Beans,400.0,240.0,450.0,270.0,560.0,2023,5,May,10,2,Wednesday,19,2,0,320.0,426.6666666666667,106.66666666666669,0
2023-05-11,Beans,400.0,325.0,450.0,355.0,540.0,2023,5,May,11,3,Thursday,19,2,0,362.5,448.3333333333333,85.83333333333331,0
2023-05-12,Beans,400.0,350.0,450.0,380.0,560.0,2023,5,May,12,4,Friday,19,2,0,375.0,463.3333333333333,88.33333333333331,0
2023-05-15,Beans,550.0,450.0,600.0,480.0,600.0,2023,5,May,15,0,Monday,20,2,0,500.0,560.0,60.0,0
2023-05-16,Beans,500.0,390.0,550.0,420.0,600.0,2023,5,May,16,1,Tuesday,20,2,0,445.0,523.3333333333334,78.33333333333337,0
2023-05-17,Beans,500.0,265.0,550.0,295.0,600.0,2023,5,May,17,2,Wednesday,20,2,0,382.5,481.6666666666667,99.16666666666669,0
2023-05-18,Beans,400.0,375.0,450.0,405.0,560.0,2023,5,May,18,3,Thursday,20,2,0,387.5,471.6666666666667,84.16666666666669,0
2023-05-19,Beans,350.0,350.0,400.0,380.0,560.0,2023,5,May,19,4,Friday,20,2,0,350.0,446.6666666666667,96.66666666666669,0
2023-05-22,Beans,400.0,225.0,450.0,255.0,480.0,2023,5,May,22,0,Monday,21,2,0,312.5,395.0,82.5,0
2023-05-23,Beans,350.0,205.0,400.0,235.0,460.0,2023,5,May,23,1,Tuesday,21,2,0,277.5,365.0,87.5,0
2023-05-24,Beans,300.0,195.0,350.0,225.0,600.0,2023,5,May,24,2,Wednesday,21,2,0,247.5,391.6666666666667,144.16666666666669,0
2023-05-25,Beans,300.0,265.0,350.0,295.0,580.0,2023,5,May,25,3,Thursday,21,2,0,282.5,408.3333333333333,125.83333333333331,0
2023-05-26,Beans,400.0,315.0,450.0,345.0,480.0,2023,5,May,26,4,Friday,21,2,0,357.5,425.0,67.5,0
2023-05-29,Beans,400.0,325.0,450.0,355.0,500.0,2023,5,May,29,0,Monday,22,2,0,362.5,435.0,72.5,0
2023-05-30,Beans,300.0,325.0,350.0,355.0,560.0,2023,5,May,30,1,Tuesday,22,2,0,312.5,421.6666666666667,109.16666666666669,0
2023-05-31,Beans,350.0,305.0,400.0,335.0,480.0,2023,5,May,31,2,Wednesday,22,2,0,327.5,405.0,77.5,0
2023-06-01,Beans,350.0,305.0,400.0,335.0,480.0,2023,6,June,1,3,Thursday,22,2,0,327.5,405.0,77.5,0
2023-06-02,Beans,350.0,275.0,400.0,305.0,480.0,2023,6,June,2,4,Friday,22,2,0,312.5,395.0,82.5,0
2023-06-05,Beans,300.0,325.0,350.0,355.0,600.0,2023,6,June,5,0,Monday,23,2,0,312.5,435.0,122.5,0
2023-06-06,Beans,350.0,275.0,400.0,305.0,600.0,2023,6,June,6,1,Tuesday,23,2,0,312.5,435.0,122.5,0
2023-06-07,Beans,350.0,215.0,400.0,245.0,600.0,2023,6,June,7,2,Wednesday,23,2,0,282.5,415.0,132.5,0
2023-06-08,Beans,350.0,290.0,400.0,320.0,480.0,2023,6,June,8,3,Thursday,23,2,0,320.0,400.0,80.0,0
2023-06-09,Beans,300.0,305.0,350.0,335.0,500.0,2023,6,June,9,4,Friday,23,2,0,302.5,395.0,92.5,0
2023-06-12,Beans,400.0,375.0,450.0,405.0,600.0,2023,6,June,12,0,Monday,24,2,0,387.5,485.0,97.5,0
2023-06-13,Beans,400.0,315.0,450.0,345.0,600.0,2023,6,June,13,1,Tuesday,24,2,0,357.5,465.0,107.5,0
2023-06-14,Beans,450.0,375.0,500.0,405.0,600.0,2023,6,June,14,2,Wednesday,24,2,0,412.5,501.6666666666667,89.16666666666669,0
2023-06-15,Beans,400.0,340.0,450.0,370.0,600.0,2023,6,June,15,3,Thursday,24,2,0,370.0,473.3333333333333,103.33333333333331,0
2023-06-16,Beans,400.0,380.0,450.0,410.0,560.0,2023,6,June,16,4,Friday,24,2,0,390.0,473.3333333333333,83.33333333333331,0
2023-06-19,Beans,400.0,375.0,450.0,405.0,660.0,2023,6,June,19,0,Monday,25,2,0,387.5,505.0,117.5,0
2023-06-20,Beans,400.0,375.0,450.0,405.0,560.0,2023,6,June,20,1,Tuesday,25,2,0,387.5,471.6666666666667,84.16666666666669,0
2023-06-21,Beans,400.0,375.0,450.0,405.0,600.0,2023,6,June,21,2,Wednesday,25,2,0,387.5,485.0,97.5,0
2023-06-22,Beans,400.0,375.0,450.0,405.0,560.0,2023,6,June,22,3,Thursday,25,2,0,387.5,471.6666666666667,84.16666666666669,0
2023-06-23,Beans,420.0,375.0,480.0,405.0,580.0,2023,6,June,23,4,Friday,25,2,0,397.5,488.3333333333333,90.83333333333331,0
2023-06-26,Beans,480.0,445.0,550.0,475.0,600.0,2023,6,June,26,0,Monday,26,2,0,462.5,541.6666666666666,79.16666666666663,0
2023-06-27,Beans,460.0,390.0,500.0,420.0,600.0,2023,6,June,27,1,Tuesday,26,2,0,425.0,506.6666666666667,81.66666666666669,0
2023-06-28,Beans,450.0,400.0,500.0,430.0,600.0,2023,6,June,28,2,Wednesday,26,2,0,425.0,510.0,85.0,0
2023-07-04,Beans,400.0,305.0,450.0,335.0,600.0,2023,7,July,4,1,Tuesday,27,3,0,352.5,461.6666666666667,109.16666666666669,0
2023-07-05,Beans,350.0,285.0,400.0,315.0,520.0,2023,7,July,5,2,Wednesday,27,3,0,317.5,411.6666666666667,94.16666666666669,0
2023-07-06,Beans,400.0,275.0,450.0,305.0,520.0,2023,7,July,6,3,Thursday,27,3,0,337.5,425.0,87.5,0
2023-07-07,Beans,380.0,295.0,430.0,325.0,520.0,2023,7,July,7,4,Friday,27,3,0,337.5,425.0,87.5,0
2023-07-10,Beans,450.0,375.0,500.0,405.0,520.0,2023,7,July,10,0,Monday,28,3,0,412.5,452.5,40.0,0
2023-07-11,Beans,400.0,375.0,450.0,405.0,400.0,2023,7,July,11,1,Tuesday,28,3,0,387.5,418.3333333333333,30.833333333333314,0
2023-07-12,Beans,400.0,350.0,450.0,380.0,560.0,2023,7,July,12,2,Wednesday,28,3,0,375.0,463.3333333333333,88.33333333333331,0
2023-07-13,Beans,400.0,365.0,450.0,395.0,520.0,2023,7,July,13,3,Thursday,28,3,0,382.5,455.0,72.5,0
2023-07-14,Beans,400.0,365.0,450.0,395.0,480.0,2023,7,July,14,4,Friday,28,3,0,382.5,441.6666666666667,59.166666666666686,0
2023-07-17,Beans,400.0,375.0,450.0,405.0,560.0,2023,7,July,17,0,Monday,29,3,0,387.5,471.6666666666667,84.16666666666669,0
2023-07-18,Beans,350.0,315.0,400.0,345.0,480.0,2023,7,July,18,1,Tuesday,29,3,0,332.5,408.3333333333333,75.83333333333331,0
2023-07-19,Beans,350.0,325.0,400.0,355.0,500.0,2023,7,July,19,2,Wednesday,29,3,0,337.5,418.3333333333333,80.83333333333331,0
2023-07-20,Beans,350.0,275.0,400.0,305.0,480.0,2023,7,July,20,3,Thursday,29,3,0,312.5,395.0,82.5,0
2023-07-21,Beans,350.0,350.0,400.0,380.0,480.0,2023,7,July,21,4,Friday,29,3,0,350.0,420.0,70.0,0
2023-07-24,Beans,400.0,290.0,450.0,320.0,400.0,2023,7,July,24,0,Monday,30,3,0,345.0,390.0,45.0,0
2023-07-25,Beans,400.0,325.0,450.0,355.0,480.0,2023,7,July,25,1,Tuesday,30,3,0,362.5,428.3333333333333,65.83333333333331,0
2023-07-26,Beans,400.0,340.0,450.0,370.0,480.0,2023,7,July,26,2,Wednesday,30,3,0,370.0,433.3333333333333,63.333333333333314,0
2023-07-27,Beans,300.0,335.0,350.0,365.0,400.0,2023,7,July,27,3,Thursday,30,3,0,317.5,371.6666666666667,54.166666666666686,0
2023-07-28,Beans,300.0,345.0,350.0,375.0,400.0,2023,7,July,28,4,Friday,30,3,0,322.5,375.0,52.5,0
2023-07-31,Beans,300.0,340.0,350.0,370.0,400.0,2023,7,July,31,0,Monday,31,3,0,320.0,373.3333333333333,53.333333333333314,0
2023-08-02,Beans,300.0,315.0,350.0,345.0,400.0,2023,8,August,2,2,Wednesday,31,3,0,307.5,365.0,57.5,0
2023-08-03,Beans,250.0,325.0,300.0,355.0,320.0,2023,8,August,3,3,Thursday,31,3,0,287.5,325.0,37.5,0
2023-08-04,Beans,300.0,365.0,350.0,395.0,360.0,2023,8,August,4,4,Friday,31,3,0,332.5,368.3333333333333,35.833333333333314,0
2023-08-07,Beans,300.0,295.0,350.0,325.0,400.0,2023,8,August,7,0,Monday,32,3,0,297.5,358.3333333333333,60.833333333333314,0
2023-08-08,Beans,300.0,315.0,350.0,345.0,480.0,2023,8,August,8,1,Tuesday,32,3,0,307.5,391.6666666666667,84.16666666666669,0
2023-08-09,Beans,350.0,315.0,400.0,345.0,500.0,2023,8,August,9,2,Wednesday,32,3,0,332.5,415.0,82.5,0
2023-08-10,Beans,350.0,340.0,400.0,370.0,480.0,2023,8,August,10,3,Thursday,32,3,0,345.0,416.6666666666667,71.66666666666669,0
2023-08-11,Beans,300.0,305.0,350.0,335.0,400.0,2023,8,August,11,4,Friday,32,3,0,302.5,361.6666666666667,59.166666666666686,0
2023-08-14,Beans,350.0,385.0,400.0,415.0,440.0,2023,8,August,14,0,Monday,33,3,0,367.5,418.3333333333333,50.833333333333314,0
2023-08-15,Beans,350.0,375.0,400.0,405.0,400.0,2023,8,August,15,1,Tuesday,33,3,0,362.5,401.6666666666667,39.166666666666686,0
2023-08-16,Beans,300.0,375.0,350.0,405.0,440.0,2023,8,August,16,2,Wednesday,33,3,0,337.5,398.3333333333333,60.833333333333314,0
2023-08-17,Beans,350.0,325.0,400.0,355.0,400.0,2023,8,August,17,3,Thursday,33,3,0,337.5,385.0,47.5,0
2023-08-18,Beans,380.0,375.0,430.0,405.0,400.0,2023,8,August,18,4,Friday,33,3,0,377.5,411.6666666666667,34.166666666666686,0
2023-08-21,Beans,300.0,375.0,350.0,405.0,400.0,2023,8,August,21,0,Monday,34,3,0,337.5,385.0,47.5,0
2023-08-22,Beans,350.0,310.0,400.0,340.0,400.0,2023,8,August,22,1,Tuesday,34,3,0,330.0,380.0,50.0,0
2023-08-23,Beans,320.0,375.0,370.0,405.0,400.0,2023,8,August,23,2,Wednesday,34,3,0,347.5,391.6666666666667,44.166666666666686,0
2023-08-25,Beans,350.0,350.0,400.0,380.0,400.0,2023,8,August,25,4,Friday,34,3,0,350.0,393.3333333333333,43.333333333333314,0
2023-08-28,Beans,400.0,290.0,450.0,320.0,400.0,2023,8,August,28,0,Monday,35,3,0,345.0,390.0,45.0,0
2023-08-29,Beans,400.0,325.0,450.0,355.0,480.0,2023,8,August,29,1,Tuesday,35,3,0,362.5,428.3333333333333,65.83333333333331,0
2023-08-31,Beans,350.0,275.0,400.0,305.0,400.0,2023,8,August,31,3,Thursday,35,3,0,312.5,368.3333333333333,55.833333333333314,0
2023-09-01,Beans,250.0,275.0,300.0,305.0,400.0,2023,9,September,1,4,Friday,35,3,0,262.5,335.0,72.5,0
2023-09-04,Beans,250.0,225.0,300.0,255.0,400.0,2023,9,September,4,0,Monday,36,3,0,237.5,318.3333333333333,80.83333333333331,0
2023-09-05,Beans,350.0,275.0,400.0,300.0,400.0,2023,9,September,5,1,Tuesday,36,3,0,312.5,366.6666666666667,54.166666666666686,0
2023-09-06,Beans,350.0,275.0,400.0,305.0,400.0,2023,9,September,6,2,Wednesday,36,3,0,312.5,368.3333333333333,55.833333333333314,0
2023-09-07,Beans,300.0,300.0,350.0,330.0,400.0,2023,9,September,7,3,Thursday,36,3,0,300.0,360.0,60.0,0
2023-09-08,Beans,350.0,275.0,400.0,305.0,400.0,2023,9,September,8,4,Friday,36,3,0,312.5,368.3333333333333,55.833333333333314,0
2023-09-11,Beans,400.0,325.0,450.0,355.0,480.0,2023,9,September,11,0,Monday,37,3,0,362.5,428.3333333333333,65.83333333333331,0
2023-09-12,Beans,400.0,290.0,450.0,320.0,480.0,2023,9,September,12,1,Tuesday,37,3,0,345.0,416.6666666666667,71.66666666666669,0
2023-09-13,Beans,400.0,375.0,450.0,405.0,480.0,2023,9,September,13,2,Wednesday,37,3,0,387.5,445.0,57.5,0
2023-09-14,Beans,400.0,375.0,450.0,405.0,480.0,2023,9,September,14,3,Thursday,37,3,0,387.5,445.0,57.5,0
2023-09-15,Beans,400.0,340.0,450.0,370.0,440.0,2023,9,September,15,4,Friday,37,3,0,370.0,420.0,50.0,0
2023-09-18,Beans,400.0,325.0,450.0,355.0,480.0,2023,9,September,18,0,Monday,38,3,0,362.5,428.3333333333333,65.83333333333331,0
2023-09-19,Beans,400.0,340.0,450.0,370.0,520.0,2023,9,September,19,1,Tuesday,38,3,0,370.0,446.6666666666667,76.66666666666669,0
2023-09-20,Beans,350.0,210.0,400.0,240.0,480.0,2023,9,September,20,2,Wednesday,38,3,0,280.0,373.3333333333333,93.33333333333331,0
2023-09-21,Beans,300.0,325.0,350.0,355.0,460.0,2023,9,September,21,3,Thursday,38,3,0,312.5,388.3333333333333,75.83333333333331,0
2023-09-22,Beans,300.0,325.0,350.0,355.0,480.0,2023,9,September,22,4,Friday,38,3,0,312.5,395.0,82.5,0
2023-09-25,Beans,300.0,245.0,350.0,275.0,400.0,2023,9,September,25,0,Monday,39,3,0,272.5,341.6666666666667,69.16666666666669,0
2023-09-26,Beans,350.0,255.0,400.0,285.0,480.0,2023,9,September,26,1,Tuesday,39,3,0,302.5,388.3333333333333,85.83333333333331,0
2023-09-27,Beans,300.0,210.0,350.0,240.0,480.0,2023,9,September,27,2,Wednesday,39,3,0,255.0,356.6666666666667,101.66666666666669,0
2023-10-02,Beans,300.0,300.0,350.0,330.0,400.0,2023,10,October,2,0,Monday,40,4,0,300.0,360.0,60.0,0
2023-10-03,Beans,300.0,275.0,350.0,305.0,520.0,2023,10,October,3,1,Tuesday,40,4,0,287.5,391.6666666666667,104.16666666666669,0
2023-10-04,Beans,300.0,375.0,350.0,405.0,480.0,2023,10,October,4,2,Wednesday,40,4,0,337.5,411.6666666666667,74.16666666666669,0
2023-10-05,Beans,350.0,315.0,400.0,345.0,480.0,2023,10,October,5,3,Thursday,40,4,0,332.5,408.3333333333333,75.83333333333331,0
2023-10-06,Beans,400.0,325.0,450.0,355.0,480.0,2023,10,October,6,4,Friday,40,4,0,362.5,428.3333333333333,65.83333333333331,0
2023-10-09,Beans,350.0,335.0,400.0,365.0,480.0,2023,10,October,9,0,Monday,41,4,0,342.5,415.0,72.5,0
2023-10-10,Beans,400.0,315.0,450.0,345.0,480.0,2023,10,October,10,1,Tuesday,41,4,0,357.5,425.0,67.5,0
2023-10-11,Beans,350.0,310.0,400.0,340.0,480.0,2023,10,October,11,2,Wednesday,41,4,0,330.0,406.6666666666667,76.66666666666669,0
2023-10-12,Beans,400.0,355.0,450.0,385.0,480.0,2023,10,October,12,3,Thursday,41,4,0,377.5,438.3333333333333,60.833333333333314,0
2023-10-13,Beans,350.0,375.0,400.0,405.0,480.0,2023,10,October,13,4,Friday,41,4,0,362.5,428.3333333333333,65.83333333333331,0
2023-10-16,Beans,400.0,280.0,450.0,310.0,480.0,2023,10,October,16,0,Monday,42,4,0,340.0,413.3333333333333,73.33333333333331,0
2023-10-17,Beans,450.0,325.0,500.0,355.0,600.0,2023,10,October,17,1,Tuesday,42,4,0,387.5,485.0,97.5,0
2023-10-18,Beans,450.0,335.0,500.0,365.0,480.0,2023,10,October,18,2,Wednesday,42,4,0,392.5,448.3333333333333,55.833333333333314,0
